X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,y
-6,2.0,-2.0,4.0,-4.0,1.0,-9.0,10.0,-16.0,13.0,1.0,0.0,-9.0,3.0,3.0,1.0,2.0
-7,1.0,-3.0,3.0,-4.0,0.0,-12.0,10.0,-18.0,11.0,-3.0,-4.0,-8.0,0.0,-5.0,-1.0,2.0
1,7.0,6.0,3.0,-2.0,6.0,14.0,-3.0,3.0,17.0,8.0,-3.0,-8.0,17.0,17.0,-1.0,2.0
1,6.0,0.0,-2.0,1.0,1.0,-2.0,5.0,-4.0,13.0,19.0,14.0,-12.0,25.0,25.0,4.0,2.0
1,7.0,-1.0,-2.0,1.0,1.0,-3.0,7.0,-2.0,11.0,19.0,16.0,-12.0,26.0,24.0,5.0,2.0
1,9.0,0.0,0.0,3.0,1.0,-3.0,9.0,-1.0,9.0,18.0,15.0,-13.0,26.0,22.0,6.0,2.0
1,10.0,2.0,3.0,4.0,1.0,0.0,10.0,-1.0,8.0,17.0,13.0,-15.0,25.0,21.0,6.0,2.0
-1,11.0,3.0,6.0,4.0,1.0,2.0,11.0,-2.0,5.0,14.0,12.0,-17.0,22.0,19.0,6.0,2.0
-4,10.0,3.0,9.0,3.0,1.0,3.0,11.0,-5.0,2.0,10.0,10.0,-21.0,18.0,13.0,6.0,2.0
-6,8.0,3.0,10.0,2.0,2.0,3.0,9.0,-7.0,-4.0,5.0,7.0,-23.0,14.0,5.0,5.0,2.0
-6,4.0,1.0,9.0,0.0,2.0,1.0,6.0,-9.0,-9.0,-1.0,3.0,-24.0,12.0,-6.0,3.0,2.0
-6,1.0,-1.0,5.0,-1.0,1.0,-1.0,0.0,-11.0,-12.0,-7.0,-3.0,-24.0,8.0,-16.0,-1.0,2.0
-7,6.0,-5.0,-7.0,-11.0,4.0,0.0,-6.0,-4.0,-4.0,-4.0,-1.0,-14.0,3.0,-4.0,3.0,2.0
-7,6.0,-5.0,-7.0,-11.0,6.0,4.0,-12.0,-5.0,-7.0,-7.0,-6.0,-15.0,-1.0,-10.0,0.0,2.0
-13,-1.0,6.0,1.0,-16.0,-1.0,11.0,-2.0,-10.0,1.0,6.0,-7.0,-18.0,12.0,3.0,-7.0,2.0
-12,-1.0,6.0,3.0,-14.0,-2.0,10.0,3.0,-9.0,4.0,9.0,-1.0,-14.0,13.0,9.0,-5.0,2.0
-7,-2.0,-2.0,1.0,-11.0,2.0,-2.0,2.0,-2.0,1.0,-2.0,0.0,-13.0,7.0,3.0,0.0,2.0
-6,-6.0,-3.0,6.0,-8.0,-2.0,-6.0,8.0,0.0,6.0,10.0,1.0,-7.0,14.0,6.0,3.0,2.0
-5,-4.0,-1.0,6.0,-8.0,0.0,1.0,5.0,2.0,5.0,10.0,-1.0,-8.0,15.0,6.0,3.0,2.0
-3,-1.0,2.0,6.0,-7.0,3.0,7.0,1.0,3.0,5.0,9.0,-2.0,-9.0,13.0,7.0,5.0,2.0
-7,0.0,-3.0,3.0,-7.0,-4.0,-9.0,12.0,1.0,5.0,14.0,-3.0,-14.0,17.0,12.0,3.0,2.0
-7,1.0,-1.0,5.0,-7.0,-2.0,-4.0,11.0,0.0,4.0,12.0,-5.0,-17.0,16.0,10.0,3.0,2.0
-6,4.0,2.0,8.0,-6.0,1.0,4.0,9.0,-2.0,4.0,10.0,-6.0,-19.0,14.0,8.0,4.0,2.0
-1,3.0,-7.0,-5.0,-6.0,-3.0,0.0,-1.0,1.0,-5.0,2.0,6.0,-8.0,13.0,-1.0,-1.0,2.0
-3,7.0,-3.0,-5.0,-6.0,-1.0,4.0,-2.0,1.0,-1.0,7.0,10.0,-7.0,16.0,7.0,2.0,2.0
-6,9.0,1.0,-4.0,-6.0,0.0,6.0,-1.0,1.0,2.0,12.0,13.0,-7.0,18.0,14.0,3.0,2.0
-9,6.0,9.0,8.0,-8.0,2.0,8.0,12.0,12.0,3.0,14.0,8.0,-2.0,15.0,15.0,9.0,2.0
-10,6.0,9.0,9.0,-8.0,2.0,9.0,11.0,10.0,1.0,12.0,4.0,-2.0,13.0,8.0,8.0,2.0
2,4.0,1.0,2.0,3.0,3.0,-4.0,6.0,-1.0,0.0,3.0,7.0,10.0,-13.0,5.0,6.0,2.0
3,-3.0,-2.0,-6.0,2.0,-2.0,-11.0,3.0,0.0,-4.0,-5.0,-4.0,8.0,-17.0,-5.0,0.0,2.0
4,-8.0,-5.0,-12.0,0.0,-6.0,-16.0,1.0,1.0,-6.0,-12.0,-12.0,6.0,-18.0,-14.0,-5.0,2.0
-6,-1.0,-3.0,-11.0,0.0,0.0,-14.0,-7.0,-15.0,2.0,-11.0,-6.0,-6.0,-6.0,-13.0,-5.0,2.0
-7,0.0,-3.0,-10.0,1.0,1.0,-11.0,-9.0,-16.0,6.0,-12.0,-9.0,-4.0,-8.0,-13.0,-6.0,2.0
-8,3.0,-2.0,-7.0,2.0,2.0,-6.0,-11.0,-15.0,10.0,-13.0,-11.0,-2.0,-10.0,-12.0,-6.0,2.0
1,-8.0,5.0,3.0,3.0,-6.0,1.0,3.0,10.0,-5.0,-8.0,9.0,6.0,-4.0,-1.0,6.0,2.0
1,-8.0,6.0,1.0,1.0,-6.0,3.0,1.0,10.0,-8.0,-6.0,6.0,3.0,-4.0,-1.0,4.0,2.0
1,-7.0,7.0,0.0,0.0,-4.0,6.0,0.0,9.0,-8.0,-4.0,3.0,1.0,-4.0,0.0,3.0,2.0
5,-2.0,3.0,-3.0,7.0,-1.0,0.0,-2.0,-3.0,-5.0,-6.0,4.0,-4.0,-9.0,-3.0,6.0,2.0
6,-5.0,0.0,-4.0,7.0,-3.0,-5.0,-2.0,-5.0,-8.0,-9.0,4.0,-5.0,-12.0,-7.0,6.0,2.0
5,-6.0,-3.0,-6.0,6.0,-4.0,-8.0,-3.0,-5.0,-11.0,-11.0,3.0,-6.0,-15.0,-10.0,6.0,2.0
4,-5.0,-4.0,-8.0,4.0,-4.0,-8.0,-5.0,-6.0,-12.0,-12.0,1.0,-7.0,-16.0,-12.0,5.0,2.0
2,-3.0,-4.0,-9.0,2.0,-3.0,-5.0,-8.0,-5.0,-12.0,-12.0,-2.0,-7.0,-14.0,-13.0,4.0,2.0
-4,-9.0,1.0,7.0,1.0,-7.0,0.0,1.0,-6.0,8.0,-6.0,-6.0,6.0,-3.0,-9.0,-3.0,2.0
-6,3.0,2.0,-2.0,1.0,-2.0,-1.0,-2.0,-3.0,-8.0,0.0,-6.0,-10.0,0.0,-8.0,2.0,2.0
-5,1.0,-2.0,-6.0,-1.0,-3.0,-5.0,-4.0,-2.0,-9.0,-3.0,-7.0,-12.0,-1.0,-9.0,2.0,2.0
-4,0.0,-5.0,-9.0,-2.0,-4.0,-8.0,-5.0,-1.0,-10.0,-5.0,-7.0,-13.0,-2.0,-9.0,2.0,2.0
-3,0.0,-6.0,-10.0,-2.0,-4.0,-7.0,-5.0,-1.0,-9.0,-6.0,-7.0,-13.0,-2.0,-8.0,1.0,2.0
-2,1.0,-6.0,-10.0,-2.0,-4.0,-5.0,-7.0,0.0,-7.0,-7.0,-8.0,-12.0,-2.0,-8.0,0.0,2.0
-1,2.0,-5.0,-9.0,-2.0,-2.0,-1.0,-9.0,-1.0,-6.0,-7.0,-8.0,-11.0,-1.0,-9.0,-1.0,2.0
-4,0.0,4.0,-1.0,-8.0,1.0,5.0,1.0,-7.0,6.0,-2.0,-8.0,-5.0,0.0,-2.0,-4.0,2.0
-6,7.0,-2.0,4.0,-5.0,5.0,-1.0,4.0,-11.0,5.0,4.0,6.0,-6.0,-1.0,6.0,3.0,2.0
-5,8.0,-3.0,-1.0,-6.0,4.0,-4.0,4.0,-12.0,6.0,5.0,5.0,-6.0,2.0,5.0,3.0,2.0
-5,7.0,-5.0,-5.0,-7.0,3.0,-6.0,4.0,-11.0,6.0,5.0,3.0,-6.0,3.0,4.0,1.0,2.0
-3,7.0,-6.0,-7.0,-7.0,3.0,-8.0,3.0,-10.0,5.0,4.0,0.0,-5.0,3.0,2.0,0.0,2.0
2,5.0,-2.0,-7.0,-3.0,6.0,-5.0,1.0,-8.0,5.0,3.0,-7.0,-4.0,2.0,-3.0,-2.0,2.0
1,3.0,3.0,-4.0,-2.0,4.0,0.0,1.0,-8.0,3.0,4.0,-3.0,-3.0,4.0,-3.0,-1.0,2.0
8,-8.0,2.0,-8.0,4.0,-4.0,-7.0,2.0,-2.0,-3.0,-8.0,-9.0,2.0,-10.0,-10.0,-4.0,2.0
9,-8.0,2.0,-6.0,3.0,-3.0,-5.0,2.0,-2.0,-1.0,-7.0,-9.0,3.0,-11.0,-7.0,-4.0,2.0
8,-8.0,2.0,-5.0,3.0,-3.0,-3.0,2.0,-2.0,2.0,-6.0,-8.0,4.0,-11.0,-3.0,-4.0,2.0
6,-6.0,2.0,-3.0,2.0,-3.0,-1.0,1.0,-2.0,3.0,-3.0,-5.0,4.0,-8.0,-1.0,-3.0,2.0
4,-4.0,3.0,-2.0,1.0,-2.0,1.0,0.0,-3.0,4.0,-1.0,-1.0,4.0,-6.0,1.0,-1.0,2.0
2,-2.0,3.0,-1.0,1.0,0.0,2.0,-1.0,-5.0,4.0,2.0,2.0,4.0,-5.0,3.0,1.0,2.0
6,7.0,-3.0,7.0,11.0,2.0,2.0,2.0,-3.0,-2.0,0.0,10.0,9.0,-9.0,0.0,4.0,2.0
9,7.0,-4.0,8.0,14.0,2.0,0.0,3.0,-4.0,-2.0,-1.0,7.0,11.0,-10.0,-3.0,3.0,2.0
-3,4.0,5.0,7.0,-7.0,6.0,-3.0,17.0,-2.0,-2.0,0.0,4.0,1.0,2.0,-3.0,-1.0,3.0
-2,2.0,4.0,7.0,-6.0,4.0,-3.0,16.0,-3.0,-4.0,0.0,5.0,0.0,1.0,-3.0,0.0,3.0
-1,1.0,3.0,6.0,-5.0,2.0,-4.0,16.0,-4.0,-4.0,0.0,6.0,0.0,0.0,-3.0,1.0,3.0
-1,0.0,2.0,5.0,-4.0,0.0,-5.0,14.0,-5.0,-4.0,0.0,6.0,1.0,0.0,-3.0,1.0,3.0
0,-1.0,1.0,4.0,-3.0,-1.0,-6.0,13.0,-5.0,-3.0,1.0,5.0,1.0,0.0,-3.0,0.0,3.0
0,-2.0,1.0,3.0,-2.0,-2.0,-6.0,11.0,-5.0,-2.0,1.0,4.0,1.0,0.0,-4.0,0.0,3.0
-1,-3.0,1.0,1.0,-2.0,-3.0,-6.0,10.0,-5.0,-2.0,1.0,2.0,0.0,1.0,-6.0,1.0,3.0
-1,-4.0,1.0,0.0,-3.0,-3.0,-6.0,8.0,-4.0,-3.0,0.0,0.0,-1.0,1.0,-8.0,2.0,3.0
-1,-5.0,2.0,-2.0,-3.0,-3.0,-6.0,7.0,-3.0,-5.0,-1.0,-2.0,-3.0,0.0,-10.0,2.0,3.0
0,-5.0,2.0,-4.0,-3.0,-2.0,-6.0,5.0,-1.0,-7.0,-1.0,-5.0,-3.0,-1.0,-12.0,2.0,3.0
1,-4.0,1.0,-6.0,-3.0,-2.0,-7.0,3.0,0.0,-9.0,-1.0,-8.0,-4.0,-2.0,-14.0,2.0,3.0
2,-2.0,0.0,-9.0,-1.0,-2.0,-7.0,2.0,0.0,-8.0,-1.0,-10.0,-4.0,-3.0,-14.0,2.0,3.0
3,0.0,-1.0,-11.0,1.0,-1.0,-8.0,0.0,-2.0,-7.0,-1.0,-12.0,-4.0,-3.0,-15.0,1.0,3.0
3,2.0,-1.0,-12.0,3.0,-1.0,-8.0,-2.0,-4.0,-4.0,-1.0,-12.0,-4.0,-3.0,-16.0,2.0,3.0
4,3.0,-2.0,-11.0,4.0,0.0,-8.0,-2.0,-5.0,-2.0,0.0,-13.0,-4.0,-2.0,-17.0,3.0,3.0
4,4.0,-2.0,-10.0,4.0,2.0,-7.0,-3.0,-5.0,1.0,1.0,-13.0,-3.0,0.0,-17.0,4.0,3.0
4,5.0,-2.0,-8.0,4.0,3.0,-5.0,-3.0,-4.0,2.0,1.0,-12.0,-1.0,1.0,-18.0,5.0,3.0
3,5.0,-2.0,-6.0,3.0,4.0,-4.0,-3.0,-1.0,3.0,2.0,-12.0,1.0,2.0,-18.0,6.0,3.0
3,5.0,-1.0,-3.0,3.0,4.0,-3.0,-2.0,1.0,3.0,2.0,-12.0,3.0,1.0,-16.0,5.0,3.0
2,4.0,-1.0,-1.0,3.0,4.0,-2.0,-1.0,1.0,2.0,2.0,-10.0,4.0,0.0,-14.0,4.0,3.0
1,3.0,-1.0,2.0,3.0,4.0,-1.0,0.0,0.0,2.0,1.0,-8.0,5.0,-2.0,-11.0,3.0,3.0
1,2.0,-1.0,4.0,3.0,3.0,-1.0,1.0,-1.0,0.0,1.0,-5.0,5.0,-2.0,-9.0,1.0,3.0
1,0.0,-1.0,5.0,2.0,3.0,0.0,2.0,-3.0,-2.0,1.0,-2.0,4.0,-2.0,-7.0,0.0,3.0
0,-1.0,-1.0,6.0,0.0,2.0,0.0,2.0,-4.0,-5.0,1.0,2.0,2.0,-2.0,-6.0,-1.0,3.0
-1,-2.0,-1.0,7.0,-1.0,2.0,1.0,2.0,-5.0,-7.0,1.0,5.0,1.0,-1.0,-5.0,-1.0,3.0
-2,-3.0,-2.0,7.0,-3.0,1.0,1.0,2.0,-5.0,-8.0,1.0,7.0,-1.0,-1.0,-3.0,-2.0,3.0
-2,-5.0,-2.0,7.0,-5.0,0.0,0.0,3.0,-5.0,-9.0,2.0,8.0,-1.0,-1.0,0.0,-3.0,3.0
-2,-7.0,-1.0,7.0,-6.0,-1.0,-1.0,4.0,-4.0,-10.0,2.0,9.0,-1.0,-1.0,3.0,-4.0,3.0
-2,-9.0,-1.0,6.0,-7.0,-1.0,-2.0,4.0,-3.0,-10.0,2.0,9.0,0.0,-1.0,5.0,-5.0,3.0
-1,-9.0,-1.0,5.0,-7.0,-2.0,-3.0,5.0,-3.0,-8.0,2.0,9.0,1.0,-1.0,6.0,-6.0,3.0
0,-9.0,-1.0,3.0,-6.0,-2.0,-5.0,6.0,-3.0,-6.0,2.0,7.0,2.0,0.0,5.0,-6.0,3.0
1,-9.0,0.0,1.0,-5.0,-3.0,-6.0,7.0,-2.0,-4.0,2.0,4.0,2.0,1.0,3.0,-5.0,3.0
1,-8.0,1.0,-1.0,-4.0,-3.0,-7.0,8.0,-1.0,-3.0,3.0,1.0,2.0,2.0,0.0,-4.0,3.0
2,-6.0,1.0,-2.0,-3.0,-3.0,-7.0,8.0,-1.0,0.0,3.0,-2.0,3.0,2.0,-4.0,-2.0,3.0
2,-5.0,2.0,-4.0,-2.0,-3.0,-8.0,8.0,-1.0,3.0,2.0,-4.0,4.0,3.0,-7.0,0.0,3.0
3,-3.0,2.0,-6.0,-2.0,-3.0,-8.0,8.0,-1.0,5.0,2.0,-6.0,5.0,3.0,-9.0,1.0,3.0
3,-2.0,1.0,-7.0,-2.0,-2.0,-9.0,7.0,-2.0,6.0,2.0,-7.0,5.0,3.0,-10.0,2.0,3.0
2,-1.0,1.0,-8.0,-2.0,-1.0,-10.0,6.0,-2.0,6.0,1.0,-7.0,4.0,2.0,-11.0,2.0,3.0
2,-1.0,0.0,-9.0,-3.0,0.0,-10.0,4.0,-1.0,4.0,0.0,-7.0,3.0,1.0,-11.0,3.0,3.0
1,-1.0,-2.0,-8.0,-3.0,1.0,-10.0,3.0,2.0,1.0,-1.0,-7.0,3.0,0.0,-12.0,4.0,3.0
1,-1.0,-3.0,-7.0,-3.0,1.0,-9.0,2.0,3.0,-2.0,-2.0,-6.0,2.0,-1.0,-13.0,4.0,3.0
1,-1.0,-4.0,-6.0,-3.0,1.0,-9.0,1.0,4.0,-3.0,-3.0,-6.0,2.0,-1.0,-13.0,4.0,3.0
0,0.0,-4.0,-4.0,-2.0,1.0,-8.0,0.0,4.0,-3.0,-3.0,-6.0,2.0,-1.0,-13.0,3.0,3.0
0,0.0,-4.0,-3.0,-1.0,1.0,-7.0,-1.0,4.0,-2.0,-4.0,-6.0,3.0,-1.0,-13.0,3.0,3.0
-1,0.0,-4.0,-2.0,0.0,0.0,-5.0,-2.0,4.0,-2.0,-5.0,-6.0,4.0,-1.0,-13.0,3.0,3.0
-1,-1.0,-4.0,-1.0,0.0,0.0,-4.0,-2.0,3.0,-2.0,-5.0,-5.0,4.0,-2.0,-12.0,2.0,3.0
0,-2.0,-3.0,1.0,0.0,1.0,-2.0,-3.0,2.0,-2.0,-5.0,-4.0,4.0,-2.0,-12.0,1.0,3.0
0,-3.0,-3.0,3.0,-1.0,1.0,1.0,-4.0,1.0,-2.0,-5.0,-3.0,4.0,-2.0,-11.0,1.0,3.0
0,-4.0,-3.0,5.0,-2.0,2.0,2.0,-5.0,1.0,-3.0,-4.0,-1.0,4.0,-2.0,-12.0,2.0,3.0
-1,-4.0,-3.0,6.0,-4.0,4.0,4.0,-5.0,1.0,-5.0,-4.0,1.0,3.0,-1.0,-12.0,3.0,3.0
-2,-5.0,-3.0,8.0,-6.0,5.0,5.0,-5.0,1.0,-6.0,-3.0,2.0,3.0,-1.0,-12.0,4.0,3.0
-2,-5.0,-2.0,8.0,-8.0,7.0,6.0,-5.0,2.0,-7.0,-2.0,2.0,3.0,-1.0,-11.0,4.0,3.0
-1,-4.0,-1.0,8.0,-9.0,8.0,7.0,-4.0,3.0,-6.0,-1.0,2.0,4.0,0.0,-9.0,3.0,3.0
0,-2.0,1.0,7.0,-8.0,9.0,7.0,-2.0,3.0,-3.0,1.0,2.0,4.0,1.0,-6.0,2.0,3.0
1,-1.0,2.0,6.0,-7.0,9.0,6.0,-1.0,2.0,1.0,2.0,2.0,4.0,3.0,-4.0,3.0,3.0
2,1.0,4.0,5.0,-5.0,9.0,5.0,1.0,-1.0,5.0,3.0,3.0,4.0,5.0,-2.0,3.0,3.0
2,1.0,4.0,3.0,-4.0,7.0,4.0,3.0,-2.0,7.0,5.0,4.0,4.0,6.0,-1.0,4.0,3.0
2,1.0,4.0,2.0,-4.0,6.0,2.0,5.0,-3.0,7.0,6.0,5.0,3.0,6.0,1.0,4.0,3.0
2,-1.0,4.0,1.0,-4.0,4.0,0.0,6.0,-4.0,4.0,6.0,5.0,2.0,5.0,3.0,3.0,3.0
1,-4.0,3.0,1.0,-5.0,2.0,-2.0,7.0,-4.0,1.0,7.0,6.0,1.0,3.0,5.0,2.0,3.0
-1,-7.0,2.0,2.0,-7.0,0.0,-3.0,7.0,-4.0,-2.0,6.0,7.0,-1.0,2.0,6.0,1.0,3.0
-3,-9.0,2.0,3.0,-8.0,-2.0,-4.0,6.0,-5.0,-4.0,5.0,8.0,-2.0,2.0,5.0,0.0,3.0
-5,-11.0,1.0,5.0,-9.0,-3.0,-5.0,6.0,-5.0,-4.0,4.0,9.0,-2.0,3.0,3.0,1.0,3.0
-5,-13.0,0.0,5.0,-9.0,-5.0,-5.0,5.0,-5.0,-3.0,3.0,9.0,-2.0,3.0,2.0,1.0,3.0
-5,-14.0,-1.0,4.0,-8.0,-6.0,-5.0,4.0,-4.0,-2.0,2.0,8.0,-1.0,3.0,-1.0,1.0,3.0
-4,-14.0,-2.0,3.0,-7.0,-6.0,-6.0,2.0,-4.0,-1.0,1.0,7.0,1.0,3.0,-3.0,1.0,3.0
-3,-13.0,-2.0,1.0,-7.0,-5.0,-6.0,1.0,-3.0,0.0,0.0,4.0,1.0,3.0,-4.0,1.0,3.0
-3,-13.0,-2.0,-1.0,-8.0,-4.0,-7.0,0.0,-2.0,-1.0,-1.0,2.0,0.0,3.0,-4.0,-1.0,3.0
-3,-12.0,-2.0,-2.0,-9.0,-3.0,-8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,2.0,-4.0,-1.0,3.0
-3,-12.0,-2.0,-4.0,-9.0,-2.0,-8.0,-2.0,-1.0,-2.0,-1.0,-4.0,-3.0,3.0,-5.0,-2.0,3.0
-2,-11.0,-1.0,-5.0,-8.0,-1.0,-8.0,-2.0,0.0,-2.0,0.0,-7.0,-4.0,4.0,-6.0,-2.0,3.0
-2,-11.0,0.0,-7.0,-8.0,-1.0,-8.0,-3.0,0.0,-1.0,1.0,-8.0,-4.0,5.0,-7.0,-2.0,3.0
-2,-9.0,2.0,-7.0,-7.0,1.0,-7.0,-3.0,-1.0,0.0,1.0,-10.0,-4.0,5.0,-8.0,-2.0,3.0
-2,-8.0,4.0,-7.0,-7.0,2.0,-6.0,-2.0,-2.0,1.0,2.0,-9.0,-4.0,5.0,-7.0,-2.0,3.0
-2,-7.0,6.0,-6.0,-7.0,4.0,-3.0,-1.0,-1.0,0.0,2.0,-8.0,-3.0,3.0,-5.0,-2.0,3.0
-2,-5.0,8.0,-3.0,-7.0,5.0,-1.0,1.0,2.0,-2.0,2.0,-6.0,-1.0,1.0,-2.0,-2.0,3.0
-1,-4.0,9.0,0.0,-7.0,5.0,1.0,4.0,4.0,-4.0,3.0,-3.0,1.0,-1.0,2.0,-1.0,3.0
0,-3.0,9.0,3.0,-7.0,5.0,3.0,7.0,6.0,-4.0,3.0,1.0,2.0,-1.0,4.0,0.0,3.0
1,-3.0,8.0,6.0,-6.0,6.0,4.0,10.0,5.0,-3.0,4.0,3.0,2.0,0.0,5.0,2.0,3.0
1,-2.0,8.0,8.0,-6.0,6.0,4.0,11.0,4.0,-1.0,4.0,5.0,2.0,2.0,4.0,4.0,3.0
2,-1.0,7.0,9.0,-5.0,5.0,5.0,12.0,2.0,2.0,4.0,7.0,2.0,5.0,3.0,5.0,3.0
2,-1.0,7.0,8.0,-5.0,4.0,5.0,11.0,0.0,4.0,5.0,8.0,3.0,6.0,2.0,6.0,3.0
2,-1.0,6.0,7.0,-4.0,4.0,5.0,9.0,-1.0,5.0,5.0,9.0,4.0,5.0,3.0,6.0,3.0
1,-1.0,5.0,6.0,-2.0,3.0,4.0,6.0,-1.0,4.0,6.0,9.0,5.0,4.0,4.0,6.0,3.0
1,-1.0,4.0,4.0,-1.0,3.0,4.0,2.0,-1.0,3.0,6.0,10.0,5.0,2.0,5.0,6.0,3.0
0,-1.0,3.0,3.0,1.0,3.0,4.0,-1.0,-1.0,1.0,6.0,10.0,5.0,0.0,6.0,5.0,3.0
0,-1.0,2.0,3.0,2.0,2.0,4.0,-4.0,-2.0,0.0,5.0,10.0,4.0,-2.0,7.0,5.0,3.0
-1,-1.0,2.0,2.0,2.0,2.0,5.0,-7.0,-3.0,-1.0,5.0,10.0,2.0,-4.0,8.0,4.0,3.0
-2,-1.0,1.0,2.0,2.0,1.0,5.0,-8.0,-4.0,-1.0,4.0,9.0,1.0,-5.0,10.0,3.0,3.0
-3,-2.0,1.0,1.0,1.0,1.0,5.0,-9.0,-3.0,-2.0,4.0,8.0,1.0,-5.0,11.0,1.0,3.0
-4,-2.0,0.0,-1.0,-1.0,1.0,3.0,-9.0,-2.0,-2.0,4.0,7.0,0.0,-5.0,11.0,-1.0,3.0
-4,-1.0,-1.0,-3.0,-3.0,1.0,1.0,-9.0,-3.0,-2.0,3.0,6.0,0.0,-4.0,10.0,-1.0,3.0
-4,-1.0,-2.0,-6.0,-4.0,2.0,-1.0,-9.0,-3.0,-1.0,3.0,4.0,-1.0,-5.0,8.0,0.0,3.0
-2,0.0,-3.0,-8.0,-5.0,2.0,-3.0,-8.0,-4.0,-1.0,2.0,3.0,-1.0,-5.0,5.0,1.0,3.0
-1,0.0,-3.0,-10.0,-5.0,3.0,-4.0,-8.0,-4.0,-1.0,0.0,1.0,-2.0,-6.0,3.0,1.0,3.0
0,-1.0,-2.0,-10.0,-6.0,3.0,-4.0,-7.0,-5.0,-1.0,-2.0,0.0,-3.0,-7.0,2.0,1.0,3.0
1,-2.0,-2.0,-10.0,-6.0,3.0,-4.0,-6.0,-5.0,-2.0,-3.0,-1.0,-4.0,-8.0,2.0,0.0,3.0
0,-3.0,-2.0,-9.0,-7.0,3.0,-4.0,-5.0,-4.0,-3.0,-4.0,-2.0,-4.0,-9.0,2.0,-1.0,3.0
0,-4.0,-2.0,-7.0,-7.0,2.0,-3.0,-4.0,-3.0,-4.0,-4.0,-2.0,-3.0,-10.0,3.0,-2.0,3.0
0,-4.0,-2.0,-5.0,-7.0,2.0,-3.0,-3.0,-2.0,-3.0,-4.0,-2.0,-2.0,-11.0,4.0,-3.0,3.0
-1,-4.0,-2.0,-3.0,-7.0,1.0,-2.0,-2.0,-2.0,-2.0,-4.0,-1.0,0.0,-11.0,5.0,-3.0,3.0
-2,-4.0,-3.0,-1.0,-7.0,1.0,-2.0,-2.0,-3.0,-1.0,-4.0,0.0,1.0,-11.0,6.0,-4.0,3.0
-3,-3.0,-2.0,1.0,-7.0,1.0,-2.0,-1.0,-3.0,1.0,-4.0,0.0,2.0,-9.0,6.0,-4.0,3.0
-3,-3.0,-2.0,2.0,-6.0,1.0,-1.0,0.0,-3.0,2.0,-3.0,0.0,2.0,-8.0,6.0,-5.0,3.0
-4,-2.0,-2.0,4.0,-6.0,1.0,-1.0,1.0,-4.0,2.0,-2.0,-1.0,2.0,-7.0,6.0,-5.0,3.0
-4,-1.0,-1.0,5.0,-5.0,1.0,-1.0,2.0,-3.0,1.0,0.0,-1.0,0.0,-6.0,6.0,-4.0,3.0
-4,0.0,-1.0,5.0,-4.0,1.0,0.0,3.0,-3.0,-1.0,1.0,-2.0,-2.0,-6.0,5.0,-3.0,3.0
-5,1.0,-1.0,5.0,-3.0,0.0,-1.0,3.0,-4.0,-2.0,1.0,-3.0,-5.0,-5.0,4.0,-1.0,3.0
-6,2.0,-2.0,5.0,-4.0,0.0,-1.0,4.0,-5.0,-1.0,1.0,-4.0,-6.0,-5.0,2.0,1.0,3.0
-7,3.0,-2.0,4.0,-5.0,0.0,-2.0,4.0,-5.0,0.0,1.0,-5.0,-6.0,-5.0,1.0,2.0,3.0
-7,3.0,-2.0,2.0,-5.0,0.0,-2.0,4.0,-4.0,1.0,1.0,-5.0,-5.0,-4.0,0.0,2.0,3.0
-5,2.0,-2.0,1.0,-6.0,-1.0,-2.0,5.0,-2.0,2.0,1.0,-6.0,-4.0,-3.0,1.0,2.0,3.0
-4,1.0,-2.0,-1.0,-6.0,-1.0,-2.0,4.0,0.0,2.0,2.0,-6.0,-2.0,-3.0,2.0,1.0,3.0
-2,0.0,-2.0,-2.0,-6.0,-2.0,-2.0,4.0,1.0,3.0,2.0,-6.0,-2.0,-4.0,4.0,0.0,3.0
-2,-1.0,-2.0,-3.0,-6.0,-2.0,-2.0,3.0,-1.0,4.0,3.0,-7.0,-2.0,-4.0,5.0,0.0,3.0
-2,-2.0,-1.0,-4.0,-7.0,-2.0,-1.0,1.0,-2.0,5.0,3.0,-7.0,-3.0,-3.0,4.0,0.0,3.0
-2,-2.0,-1.0,-5.0,-7.0,-2.0,0.0,-1.0,-4.0,5.0,3.0,-6.0,-4.0,-2.0,3.0,1.0,3.0
-3,-3.0,0.0,-5.0,-7.0,-1.0,2.0,-3.0,-5.0,4.0,2.0,-5.0,-5.0,-2.0,1.0,1.0,3.0
-2,-3.0,0.0,-5.0,-7.0,0.0,2.0,-5.0,-5.0,3.0,0.0,-4.0,-5.0,-2.0,-1.0,2.0,3.0
-2,-3.0,0.0,-5.0,-7.0,1.0,3.0,-6.0,-5.0,2.0,-2.0,-3.0,-6.0,-2.0,-2.0,3.0,3.0
-1,-2.0,-1.0,-6.0,-6.0,2.0,2.0,-8.0,-6.0,2.0,-3.0,-1.0,-6.0,-3.0,-1.0,2.0,3.0
-1,-2.0,-2.0,-6.0,-5.0,2.0,2.0,-8.0,-6.0,2.0,-4.0,0.0,-6.0,-4.0,0.0,2.0,3.0
0,-1.0,-2.0,-7.0,-4.0,2.0,1.0,-9.0,-6.0,2.0,-5.0,1.0,-5.0,-6.0,2.0,2.0,3.0
